# Version 1.00
#
power[dBm]	Trc2_S21[dB]	
-3.002750687671918E+001	2.612669724877076E+001	
-3.001750437609402E+001	2.611947101888257E+001	
-3.000750187546887E+001	2.612371707086079E+001	
-2.999749937484371E+001	2.612379922773437E+001	
-2.998749687421856E+001	2.612445938372931E+001	
-2.997749437359340E+001	2.612743554606516E+001	
-2.996749187296824E+001	2.612756860481350E+001	
-2.995748937234309E+001	2.612670283626346E+001	
-2.994748687171793E+001	2.611361562631783E+001	
-2.993748437109277E+001	2.610635878107238E+001	
-2.992748187046762E+001	2.610035542138826E+001	
-2.991747936984246E+001	2.609391819129534E+001	
-2.990747686921731E+001	2.608959016853135E+001	
-2.989747436859215E+001	2.606966175471150E+001	
-2.988747186796699E+001	2.606548692576139E+001	
-2.987746936734184E+001	2.605743384151031E+001	
-2.986746686671668E+001	2.604434349632722E+001	
-2.985746436609152E+001	2.604151303462473E+001	
-2.984746186546636E+001	2.604147121079185E+001	
-2.983745936484121E+001	2.604277611216255E+001	
-2.982745686421605E+001	2.604216619024944E+001	
-2.981745436359090E+001	2.605238535579774E+001	
-2.980745186296574E+001	2.606444197264414E+001	
-2.979744936234059E+001	2.607219623857289E+001	
-2.978744686171543E+001	2.608706530627341E+001	
-2.977744436109028E+001	2.610841704115862E+001	
-2.976744186046512E+001	2.612751445752919E+001	
-2.975743935983996E+001	2.613331638548930E+001	
-2.974743685921481E+001	2.613044431409085E+001	
-2.973743435858965E+001	2.611299066420085E+001	
-2.972743185796449E+001	2.610641732363422E+001	
-2.971742935733933E+001	2.608310452659351E+001	
-2.970742685671418E+001	2.608105351561442E+001	
-2.969742435608902E+001	2.607423673104858E+001	
-2.968742185546387E+001	2.606642886421236E+001	
-2.967741935483871E+001	2.604782679794790E+001	
-2.966741685421356E+001	2.604872951297403E+001	
-2.965741435358840E+001	2.604817175158636E+001	
-2.964741185296324E+001	2.605265808326787E+001	
-2.963740935233808E+001	2.608560547076625E+001	
-2.962740685171293E+001	2.609261739000522E+001	
-2.961740435108777E+001	2.609505028604584E+001	
-2.960740185046262E+001	2.609784894594580E+001	
-2.959739934983746E+001	2.610836869753856E+001	
-2.958739684921230E+001	2.611649766428833E+001	
-2.957739434858715E+001	2.612515449880758E+001	
-2.956739184796199E+001	2.611740097438772E+001	
-2.955738934733683E+001	2.611438533900426E+001	
-2.954738684671168E+001	2.611452927038335E+001	
-2.953738434608652E+001	2.610917533089772E+001	
-2.952738184546136E+001	2.612419465448909E+001	
-2.951737934483621E+001	2.611802642911614E+001	
-2.950737684421105E+001	2.611908863931084E+001	
-2.949737434358590E+001	2.611697298896774E+001	
-2.948737184296074E+001	2.611558088997713E+001	
-2.947736934233559E+001	2.611277530524038E+001	
-2.946736684171043E+001	2.611209738605611E+001	
-2.945736434108527E+001	2.609945038190829E+001	
-2.944736184046012E+001	2.609107315452969E+001	
-2.943735933983496E+001	2.608731790102510E+001	
-2.942735683920980E+001	2.606530490363177E+001	
-2.941735433858464E+001	2.605741293768625E+001	
-2.940735183795949E+001	2.606000885598848E+001	
-2.939734933733433E+001	2.606227076579742E+001	
-2.938734683670918E+001	2.601798742375502E+001	
-2.937734433608402E+001	2.602304020251574E+001	
-2.936734183545887E+001	2.604423162881346E+001	
-2.935733933483371E+001	2.605842034258236E+001	
-2.934733683420856E+001	2.607403715659585E+001	
-2.933733433358340E+001	2.608590845917707E+001	
-2.932733183295824E+001	2.608285002919077E+001	
-2.931732933233308E+001	2.608340541850009E+001	
-2.930732683170793E+001	2.609125036045432E+001	
-2.929732433108277E+001	2.610933130052228E+001	
-2.928732183045761E+001	2.611545568111263E+001	
-2.927731932983246E+001	2.611047745769856E+001	
-2.926731682920730E+001	2.610053076267854E+001	
-2.925731432858215E+001	2.609665237355602E+001	
-2.924731182795699E+001	2.608175215139965E+001	
-2.923730932733183E+001	2.608263625688349E+001	
-2.922730682670668E+001	2.607631845641243E+001	
-2.921730432608152E+001	2.607950567315141E+001	
-2.920730182545636E+001	2.607101292332684E+001	
-2.919729932483121E+001	2.606961055198826E+001	
-2.918729682420605E+001	2.604896365771112E+001	
-2.917729432358090E+001	2.606459457312419E+001	
-2.916729182295574E+001	2.607239593533707E+001	
-2.915728932233058E+001	2.608360040269355E+001	
-2.914728682170543E+001	2.609401982400716E+001	
-2.913728432108027E+001	2.609189655305918E+001	
-2.912728182045511E+001	2.608946111704385E+001	
-2.911727931982996E+001	2.610194842916452E+001	
-2.910727681920480E+001	2.612859678723917E+001	
-2.909727431857964E+001	2.611724353190662E+001	
-2.908727181795449E+001	2.611087805958419E+001	
-2.907726931732933E+001	2.611172358453251E+001	
-2.906726681670418E+001	2.610960878169674E+001	
-2.905726431607902E+001	2.611098461287746E+001	
-2.904726181545387E+001	2.610419659670263E+001	
-2.903725931482871E+001	2.611452050717655E+001	
-2.902725681420355E+001	2.611061270859917E+001	
-2.901725431357840E+001	2.611162043598173E+001	
-2.900725181295324E+001	2.610690314944827E+001	
-2.899724931232808E+001	2.610711442474561E+001	
-2.898724681170292E+001	2.608320944994372E+001	
-2.897724431107777E+001	2.607217451858422E+001	
-2.896724181045261E+001	2.607273990246301E+001	
-2.895723930982746E+001	2.604893386327518E+001	
-2.894723680920230E+001	2.604984058649795E+001	
-2.893723430857715E+001	2.603678745150865E+001	
-2.892723180795199E+001	2.603764172607466E+001	
-2.891722930732683E+001	2.602129939763923E+001	
-2.890722680670168E+001	2.601949318296211E+001	
-2.889722430607652E+001	2.602326138567437E+001	
-2.888722180545136E+001	2.604958021399552E+001	
-2.887721930482621E+001	2.607000409511796E+001	
-2.886721680420105E+001	2.608325205474918E+001	
-2.885721430357589E+001	2.608780143608661E+001	
-2.884721180295074E+001	2.607784454914888E+001	
-2.883720930232558E+001	2.607934955945913E+001	
-2.882720680170043E+001	2.609304615809650E+001	
-2.881720430107527E+001	2.610633989336452E+001	
-2.880720180045011E+001	2.611801720677974E+001	
-2.879719929982496E+001	2.610417913967202E+001	
-2.878719679919980E+001	2.609417860655137E+001	
-2.877719429857464E+001	2.606527840967929E+001	
-2.876719179794949E+001	2.606480091914110E+001	
-2.875718929732433E+001	2.606756150036317E+001	
-2.874718679669918E+001	2.607091667705928E+001	
-2.873718429607402E+001	2.606782379067661E+001	
-2.872718179544886E+001	2.606068806611924E+001	
-2.871717929482371E+001	2.605255474197480E+001	
-2.870717679419855E+001	2.604451882606543E+001	
-2.869717429357339E+001	2.605984289994015E+001	
-2.868717179294824E+001	2.606968017256990E+001	
-2.867716929232308E+001	2.608095420316377E+001	
-2.866716679169792E+001	2.607375892418562E+001	
-2.865716429107277E+001	2.608551399334402E+001	
-2.864716179044761E+001	2.610505938682033E+001	
-2.863715928982246E+001	2.611337689373066E+001	
-2.862715678919730E+001	2.611979626044526E+001	
-2.861715428857215E+001	2.610764159317846E+001	
-2.860715178794699E+001	2.609711296332982E+001	
-2.859714928732183E+001	2.609520855560977E+001	
-2.858714678669668E+001	2.610356226352004E+001	
-2.857714428607152E+001	2.608811331967488E+001	
-2.856714178544636E+001	2.609003359338961E+001	
-2.855713928482120E+001	2.609101435213404E+001	
-2.854713678419605E+001	2.608953362664642E+001	
-2.853713428357089E+001	2.608783098309421E+001	
-2.852713178294574E+001	2.608150057726103E+001	
-2.851712928232058E+001	2.607337825807418E+001	
-2.850712678169543E+001	2.606415750912664E+001	
-2.849712428107027E+001	2.606044659365284E+001	
-2.848712178044511E+001	2.604322783200948E+001	
-2.847711927981996E+001	2.602874740474205E+001	
-2.846711677919480E+001	2.603072246213620E+001	
-2.845711427856964E+001	2.602430384501899E+001	
-2.844711177794449E+001	2.601270115472544E+001	
-2.843710927731933E+001	2.600521408497277E+001	
-2.842710677669417E+001	2.600563196892429E+001	
-2.841710427606902E+001	2.603089774379966E+001	
-2.840710177544386E+001	2.605279439760538E+001	
-2.839709927481871E+001	2.608625421222048E+001	
-2.838709677419355E+001	2.608996682799601E+001	
-2.837709427356839E+001	2.608430829947090E+001	
-2.836709177294324E+001	2.608999046415546E+001	
-2.835708927231808E+001	2.609750508392528E+001	
-2.834708677169292E+001	2.610451368905808E+001	
-2.833708427106777E+001	2.610901356864191E+001	
-2.832708177044261E+001	2.610748371195098E+001	
-2.831707926981746E+001	2.609346353555158E+001	
-2.830707676919230E+001	2.608132344957861E+001	
-2.829707426856714E+001	2.605914563585390E+001	
-2.828707176794199E+001	2.606034747409862E+001	
-2.827706926731683E+001	2.607227975153410E+001	
-2.826706676669167E+001	2.606446878275351E+001	
-2.825706426606651E+001	2.605690934770321E+001	
-2.824706176544136E+001	2.604664883071130E+001	
-2.823705926481620E+001	2.606197102048478E+001	
-2.822705676419105E+001	2.605422578591377E+001	
-2.821705426356589E+001	2.607670909681011E+001	
-2.820705176294074E+001	2.609053603625526E+001	
-2.819704926231558E+001	2.609197306786388E+001	
-2.818704676169043E+001	2.609547888686448E+001	
-2.817704426106527E+001	2.610461192804148E+001	
-2.816704176044011E+001	2.611177527750410E+001	
-2.815703925981496E+001	2.611390059331369E+001	
-2.814703675918980E+001	2.609999535875515E+001	
-2.813703425856464E+001	2.609436668918683E+001	
-2.812703175793948E+001	2.608310596064448E+001	
-2.811702925731433E+001	2.608590792010654E+001	
-2.810702675668917E+001	2.609031541609821E+001	
-2.809702425606402E+001	2.608025554507692E+001	
-2.808702175543886E+001	2.608523300887514E+001	
-2.807701925481371E+001	2.608588285988919E+001	
-2.806701675418855E+001	2.607659089226014E+001	
-2.805701425356339E+001	2.607970384242631E+001	
-2.804701175293824E+001	2.606878743444619E+001	
-2.803700925231308E+001	2.605028049281447E+001	
-2.802700675168792E+001	2.605377916402773E+001	
-2.801700425106277E+001	2.604755682166555E+001	
-2.800700175043761E+001	2.602967633603656E+001	
-2.799699924981245E+001	2.601835284388810E+001	
-2.798699674918730E+001	2.600815938665685E+001	
-2.797699424856214E+001	2.600259338930982E+001	
-2.796699174793699E+001	2.600244882161323E+001	
-2.795698924731183E+001	2.599475039085965E+001	
-2.794698674668667E+001	2.601106213888293E+001	
-2.793698424606151E+001	2.603257733294774E+001	
-2.792698174543636E+001	2.606094542818698E+001	
-2.791697924481120E+001	2.608643711120437E+001	
-2.790697674418605E+001	2.608624783961512E+001	
-2.789697424356089E+001	2.608270218747096E+001	
-2.788697174293574E+001	2.608412091867225E+001	
-2.787696924231058E+001	2.610213415606479E+001	
-2.786696674168542E+001	2.610680501634284E+001	
-2.785696424106027E+001	2.611383131766086E+001	
-2.784696174043511E+001	2.610410441058422E+001	
-2.783695923980995E+001	2.608000197484565E+001	
-2.782695673918479E+001	2.607438593120611E+001	
-2.781695423855964E+001	2.606489437688586E+001	
-2.780695173793448E+001	2.605759314473104E+001	
-2.779694923730933E+001	2.605264416204066E+001	
-2.778694673668417E+001	2.603091389911417E+001	
-2.777694423605902E+001	2.602851253938412E+001	
-2.776694173543386E+001	2.602098765608819E+001	
-2.775693923480871E+001	2.602934374966836E+001	
-2.774693673418355E+001	2.604697886841110E+001	
-2.773693423355839E+001	2.607374964859002E+001	
-2.772693173293323E+001	2.607310320558701E+001	
-2.771692923230808E+001	2.608295239609803E+001	
-2.770692673168292E+001	2.608415674348219E+001	
-2.769692423105776E+001	2.609030104168961E+001	
-2.768692173043261E+001	2.610471981477171E+001	
-2.767691922980745E+001	2.608735365982784E+001	
-2.766691672918230E+001	2.608811302976123E+001	
-2.765691422855714E+001	2.607601816609085E+001	
-2.764691172793198E+001	2.608005464169735E+001	
-2.763690922730683E+001	2.608596954004063E+001	
-2.762690672668167E+001	2.608888272726607E+001	
-2.761690422605651E+001	2.608799069719124E+001	
-2.760690172543136E+001	2.607345260459902E+001	
-2.759689922480620E+001	2.607132798664080E+001	
-2.758689672418105E+001	2.607081594539778E+001	
-2.757689422355589E+001	2.606422309072503E+001	
-2.756689172293073E+001	2.605705157956819E+001	
-2.755688922230558E+001	2.604890631049863E+001	
-2.754688672168042E+001	2.603493530099035E+001	
-2.753688422105526E+001	2.602599534722830E+001	
-2.752688172043011E+001	2.601173539245994E+001	
-2.751687921980495E+001	2.600270022295361E+001	
-2.750687671917979E+001	2.600846417185022E+001	
-2.749687421855464E+001	2.599965536121166E+001	
-2.748687171792948E+001	2.599217884454626E+001	
-2.747686921730433E+001	2.599836701263285E+001	
-2.746686671667917E+001	2.602104008968684E+001	
-2.745686421605402E+001	2.604871331307162E+001	
-2.744686171542886E+001	2.606767613050889E+001	
-2.743685921480370E+001	2.607065741315583E+001	
-2.742685671417855E+001	2.607180811036931E+001	
-2.741685421355339E+001	2.607913588701812E+001	
-2.740685171292823E+001	2.609477984811184E+001	
-2.739684921230307E+001	2.609695911806553E+001	
-2.738684671167792E+001	2.610363859016367E+001	
-2.737684421105276E+001	2.609872021599245E+001	
-2.736684171042761E+001	2.608777060399157E+001	
-2.735683920980245E+001	2.607579157345312E+001	
-2.734683670917730E+001	2.605772956001091E+001	
-2.733683420855214E+001	2.604700938537694E+001	
-2.732683170792698E+001	2.604052875999291E+001	
-2.731682920730183E+001	2.603964762064729E+001	
-2.730682670667667E+001	2.601814921708929E+001	
-2.729682420605151E+001	2.602438643742433E+001	
-2.728682170542636E+001	2.601796543969142E+001	
-2.727681920480120E+001	2.602921081109697E+001	
-2.726681670417604E+001	2.604971073169736E+001	
-2.725681420355089E+001	2.607362115233388E+001	
-2.724681170292573E+001	2.606674431914408E+001	
-2.723680920230058E+001	2.607406098995454E+001	
-2.722680670167542E+001	2.607201034587403E+001	
-2.721680420105026E+001	2.608163265616324E+001	
-2.720680170042511E+001	2.608822017130190E+001	
-2.719679919979995E+001	2.608262421207048E+001	
-2.718679669917479E+001	2.606704754986997E+001	
-2.717679419854964E+001	2.606714627740585E+001	
-2.716679169792448E+001	2.607492361195214E+001	
-2.715678919729933E+001	2.607634234508864E+001	
-2.714678669667417E+001	2.608285259421739E+001	
-2.713678419604901E+001	2.607038992980381E+001	
-2.712678169542386E+001	2.606215872262635E+001	
-2.711677919479870E+001	2.606139369606007E+001	
-2.710677669417354E+001	2.606453074016083E+001	
-2.709677419354839E+001	2.604925413595781E+001	
-2.708677169292323E+001	2.603853283890039E+001	
-2.707676919229807E+001	2.604577649581419E+001	
-2.706676669167292E+001	2.603626585519434E+001	
-2.705676419104776E+001	2.600715823510461E+001	
-2.704676169042261E+001	2.600553641477461E+001	
-2.703675918979745E+001	2.601276001968466E+001	
-2.702675668917230E+001	2.599391765791167E+001	
-2.701675418854714E+001	2.598720304595473E+001	
-2.700675168792198E+001	2.598927220225704E+001	
-2.699674918729683E+001	2.601377962522989E+001	
-2.698674668667167E+001	2.602598688119950E+001	
-2.697674418604651E+001	2.604998373117253E+001	
-2.696674168542135E+001	2.605105444159157E+001	
-2.695673918479620E+001	2.605036525884060E+001	
-2.694673668417104E+001	2.604949560127460E+001	
-2.693673418354589E+001	2.605950738767775E+001	
-2.692673168292073E+001	2.607953169558541E+001	
-2.691672918229558E+001	2.609741384424852E+001	
-2.690672668167042E+001	2.609149394971161E+001	
-2.689672418104526E+001	2.607890761573072E+001	
-2.688672168042011E+001	2.606982445344749E+001	
-2.687671917979495E+001	2.605252429801885E+001	
-2.686671667916979E+001	2.604476117745631E+001	
-2.685671417854464E+001	2.604057828964633E+001	
-2.684671167791948E+001	2.603174346393732E+001	
-2.683670917729432E+001	2.602514374821001E+001	
-2.682670667666917E+001	2.601782037793539E+001	
-2.681670417604401E+001	2.601736550273818E+001	
-2.680670167541886E+001	2.602815599337353E+001	
-2.679669917479370E+001	2.604059228123564E+001	
-2.678669667416854E+001	2.607621930325949E+001	
-2.677669417354339E+001	2.607186502815404E+001	
-2.676669167291823E+001	2.608380804808019E+001	
-2.675668917229307E+001	2.606637482630664E+001	
-2.674668667166792E+001	2.606560359770073E+001	
-2.673668417104276E+001	2.606365904959357E+001	
-2.672668167041761E+001	2.606433445756336E+001	
-2.671667916979245E+001	2.605548302238977E+001	
-2.670667666916729E+001	2.604320057565488E+001	
-2.669667416854214E+001	2.604808838596646E+001	
-2.668667166791698E+001	2.606245519637984E+001	
-2.667666916729182E+001	2.607686934328892E+001	
-2.666666666666667E+001	2.606629290402599E+001	
-2.665666416604151E+001	2.605067635234474E+001	
-2.664666166541635E+001	2.604686441650367E+001	
-2.663665916479120E+001	2.604104511451804E+001	
-2.662665666416604E+001	2.603960878887196E+001	
-2.661665416354089E+001	2.603256061254302E+001	
-2.660665166291573E+001	2.602882319873494E+001	
-2.659664916229058E+001	2.602324430830933E+001	
-2.658664666166542E+001	2.600370447251538E+001	
-2.657664416104026E+001	2.599983148271079E+001	
-2.656664166041511E+001	2.600013595256156E+001	
-2.655663915978995E+001	2.599623462268283E+001	
-2.654663665916479E+001	2.597789067019439E+001	
-2.653663415853963E+001	2.597594016686228E+001	
-2.652663165791448E+001	2.599688837328858E+001	
-2.651662915728932E+001	2.600876094495979E+001	
-2.650662665666417E+001	2.603369437356186E+001	
-2.649662415603901E+001	2.603931256776945E+001	
-2.648662165541386E+001	2.604592144084268E+001	
-2.647661915478870E+001	2.603868487887684E+001	
-2.646661665416354E+001	2.605136505464810E+001	
-2.645661415353839E+001	2.606491964396060E+001	
-2.644661165291323E+001	2.608827545154446E+001	
-2.643660915228807E+001	2.608896946783721E+001	
-2.642660665166292E+001	2.607136420342568E+001	
-2.641660415103776E+001	2.606592502668416E+001	
-2.640660165041260E+001	2.604455937722137E+001	
-2.639659914978745E+001	2.604263732470017E+001	
-2.638659664916229E+001	2.603321436598310E+001	
-2.637659414853714E+001	2.603365103204725E+001	
-2.636659164791198E+001	2.601612009963103E+001	
-2.635658914728682E+001	2.601298913446449E+001	
-2.634658664666166E+001	2.601391534454345E+001	
-2.633658414603651E+001	2.601189902723560E+001	
-2.632658164541135E+001	2.602894150998726E+001	
-2.631657914478620E+001	2.605035260311488E+001	
-2.630657664416104E+001	2.606550882472984E+001	
-2.629657414353589E+001	2.606532380445978E+001	
-2.628657164291073E+001	2.606418923775055E+001	
-2.627656914228557E+001	2.606103275025118E+001	
-2.626656664166042E+001	2.605719348626029E+001	
-2.625656414103526E+001	2.605723684303316E+001	
-2.624656164041010E+001	2.604501507733183E+001	
-2.623655913978494E+001	2.602959410876021E+001	
-2.622655663915979E+001	2.603239590525170E+001	
-2.621655413853463E+001	2.604258398301556E+001	
-2.620655163790948E+001	2.606355334558571E+001	
-2.619654913728432E+001	2.606053121456043E+001	
-2.618654663665917E+001	2.604917147595513E+001	
-2.617654413603401E+001	2.604180446927012E+001	
-2.616654163540886E+001	2.603261093707991E+001	
-2.615653913478370E+001	2.603368798975064E+001	
-2.614653663415854E+001	2.602595616400650E+001	
-2.613653413353339E+001	2.602077117013081E+001	
-2.612653163290823E+001	2.602325420936839E+001	
-2.611652913228307E+001	2.599845563874492E+001	
-2.610652663165791E+001	2.599014493294170E+001	
-2.609652413103276E+001	2.598410158692765E+001	
-2.608652163040760E+001	2.598203735636012E+001	
-2.607651912978245E+001	2.596818409278487E+001	
-2.606651662915729E+001	2.596975109445790E+001	
-2.605651412853214E+001	2.597790646292964E+001	
-2.604651162790698E+001	2.600021864724691E+001	
-2.603650912728182E+001	2.601750560822197E+001	
-2.602650662665666E+001	2.603176886204860E+001	
-2.601650412603151E+001	2.603460209289541E+001	
-2.600650162540635E+001	2.603188162656549E+001	
-2.599649912478120E+001	2.603924386156324E+001	
-2.598649662415604E+001	2.604914421741047E+001	
-2.597649412353088E+001	2.606858562372766E+001	
-2.596649162290573E+001	2.607606765342936E+001	
-2.595648912228057E+001	2.606076338606315E+001	
-2.594648662165541E+001	2.605938205147027E+001	
-2.593648412103026E+001	2.604737454798819E+001	
-2.592648162040510E+001	2.603398049990704E+001	
-2.591647911977994E+001	2.602145141390663E+001	
-2.590647661915479E+001	2.602307704688549E+001	
-2.589647411852963E+001	2.601050970424468E+001	
-2.588647161790448E+001	2.600427404432276E+001	
-2.587646911727932E+001	2.599831786067132E+001	
-2.586646661665417E+001	2.600016330993769E+001	
-2.585646411602901E+001	2.601197109333103E+001	
-2.584646161540385E+001	2.602928234427266E+001	
-2.583645911477870E+001	2.604682406874311E+001	
-2.582645661415354E+001	2.605698664409022E+001	
-2.581645411352838E+001	2.605444954209838E+001	
-2.580645161290322E+001	2.604193707618505E+001	
-2.579644911227807E+001	2.604387199439476E+001	
-2.578644661165291E+001	2.604502359046319E+001	
-2.577644411102776E+001	2.603668596102649E+001	
-2.576644161040260E+001	2.602584189167801E+001	
-2.575643910977745E+001	2.602319608159896E+001	
-2.574643660915229E+001	2.602801561529760E+001	
-2.573643410852713E+001	2.604389298187890E+001	
-2.572643160790198E+001	2.605138454563600E+001	
-2.571642910727682E+001	2.603746897797129E+001	
-2.570642660665166E+001	2.603583926098975E+001	
-2.569642410602651E+001	2.602769304117836E+001	
-2.568642160540135E+001	2.602268306028914E+001	
-2.567641910477619E+001	2.601833388918480E+001	
-2.566641660415104E+001	2.601322722526773E+001	
-2.565641410352588E+001	2.601362437069604E+001	
-2.564641160290073E+001	2.599095856671120E+001	
-2.563640910227557E+001	2.598266875214015E+001	
-2.562640660165041E+001	2.597416496352994E+001	
-2.561640410102526E+001	2.597907274860012E+001	
-2.560640160040010E+001	2.596560706249311E+001	
-2.559639909977494E+001	2.595797989281594E+001	
-2.558639659914979E+001	2.595757962734382E+001	
-2.557639409852463E+001	2.597873513610836E+001	
-2.556639159789948E+001	2.599347756745045E+001	
-2.555638909727432E+001	2.601227070606279E+001	
-2.554638659664916E+001	2.601956579002060E+001	
-2.553638409602401E+001	2.602244971989965E+001	
-2.552638159539885E+001	2.601797416205771E+001	
-2.551637909477369E+001	2.602858412170819E+001	
-2.550637659414854E+001	2.604930927693980E+001	
-2.549637409352338E+001	2.606199347065449E+001	
-2.548637159289822E+001	2.605947890420512E+001	
-2.547636909227307E+001	2.604735288726856E+001	
-2.546636659164791E+001	2.603486990093960E+001	
-2.545636409102276E+001	2.602146403375168E+001	
-2.544636159039760E+001	2.600621620359534E+001	
-2.543635908977245E+001	2.600680108060475E+001	
-2.542635658914729E+001	2.600138673419616E+001	
-2.541635408852213E+001	2.599172585487540E+001	
-2.540635158789698E+001	2.598433179803853E+001	
-2.539634908727182E+001	2.599250984989108E+001	
-2.538634658664666E+001	2.598749986830954E+001	
-2.537634408602150E+001	2.601185186509830E+001	
-2.536634158539635E+001	2.604108606535907E+001	
-2.535633908477119E+001	2.604260630868712E+001	
-2.534633658414604E+001	2.604056417279822E+001	
-2.533633408352088E+001	2.603500547095196E+001	
-2.532633158289573E+001	2.603026109551883E+001	
-2.531632908227057E+001	2.604028186601802E+001	
-2.530632658164541E+001	2.602677529824882E+001	
-2.529632408102026E+001	2.600916616581345E+001	
-2.528632158039510E+001	2.601459592151063E+001	
-2.527631907976994E+001	2.600603700442535E+001	
-2.526631657914479E+001	2.602616490181555E+001	
-2.525631407851963E+001	2.603461030955063E+001	
-2.524631157789447E+001	2.602718169859486E+001	
-2.523630907726932E+001	2.602326499680966E+001	
-2.522630657664416E+001	2.601787855982097E+001	
-2.521630407601901E+001	2.601366983893153E+001	
-2.520630157539385E+001	2.600493776932836E+001	
-2.519629907476869E+001	2.599901454362476E+001	
-2.518629657414354E+001	2.600113125671388E+001	
-2.517629407351838E+001	2.598463845779451E+001	
-2.516629157289322E+001	2.597533404937143E+001	
-2.515628907226807E+001	2.596395175049100E+001	
-2.514628657164291E+001	2.596338377347304E+001	
-2.513628407101776E+001	2.595648309731065E+001	
-2.512628157039260E+001	2.594861894206072E+001	
-2.511627906976744E+001	2.594436237997105E+001	
-2.510627656914229E+001	2.596010473031425E+001	
-2.509627406851713E+001	2.597592983407850E+001	
-2.508627156789197E+001	2.598990829898294E+001	
-2.507626906726682E+001	2.600519312893472E+001	
-2.506626656664166E+001	2.600200663089052E+001	
-2.505626406601650E+001	2.600695490852288E+001	
-2.504626156539135E+001	2.600940306743550E+001	
-2.503625906476619E+001	2.602981219612965E+001	
-2.502625656414104E+001	2.604564451689529E+001	
-2.501625406351588E+001	2.604820584750744E+001	
-2.500625156289073E+001	2.603228379331249E+001	
-2.499624906226557E+001	2.602566398772024E+001	
-2.498624656164041E+001	2.601352042466196E+001	
-2.497624406101526E+001	2.600531080536751E+001	
-2.496624156039010E+001	2.599401365544455E+001	
-2.495623905976494E+001	2.599396978641234E+001	
-2.494623655913978E+001	2.598275482661050E+001	
-2.493623405851463E+001	2.597581973653754E+001	
-2.492623155788947E+001	2.598237435271310E+001	
-2.491622905726432E+001	2.597740588704377E+001	
-2.490622655663916E+001	2.598660259470225E+001	
-2.489622405601401E+001	2.601281496588535E+001	
-2.488622155538885E+001	2.602734798218073E+001	
-2.487621905476369E+001	2.602631288603600E+001	
-2.486621655413854E+001	2.603068964197525E+001	
-2.485621405351338E+001	2.602289867377254E+001	
-2.484621155288822E+001	2.601709408096830E+001	
-2.483620905226307E+001	2.601498193075257E+001	
-2.482620655163791E+001	2.600117650891463E+001	
-2.481620405101275E+001	2.599369558846490E+001	
-2.480620155038760E+001	2.599038120461588E+001	
-2.479619904976244E+001	2.600844644556767E+001	
-2.478619654913729E+001	2.602486754253750E+001	
-2.477619404851213E+001	2.601513573454808E+001	
-2.476619154788697E+001	2.600903362615578E+001	
-2.475618904726182E+001	2.600358916539136E+001	
-2.474618654663666E+001	2.601037797200614E+001	
-2.473618404601150E+001	2.599970768589057E+001	
-2.472618154538635E+001	2.598460984597200E+001	
-2.471617904476119E+001	2.598838590091084E+001	
-2.470617654413604E+001	2.598142071442605E+001	
-2.469617404351088E+001	2.596711572336790E+001	
-2.468617154288572E+001	2.595150039876735E+001	
-2.467616904226057E+001	2.594534409694084E+001	
-2.466616654163541E+001	2.594643461834963E+001	
-2.465616404101025E+001	2.593350486420702E+001	
-2.464616154038509E+001	2.592455062325833E+001	
-2.463615903975994E+001	2.593925501401098E+001	
-2.462615653913478E+001	2.596085939511252E+001	
-2.461615403850963E+001	2.597330690387845E+001	
-2.460615153788447E+001	2.598765001475206E+001	
-2.459614903725932E+001	2.599111068687361E+001	
-2.458614653663416E+001	2.599320930697422E+001	
-2.457614403600901E+001	2.599074853488669E+001	
-2.456614153538385E+001	2.601261899051814E+001	
-2.455613903475869E+001	2.602574800804706E+001	
-2.454613653413353E+001	2.603610863402995E+001	
-2.453613403350838E+001	2.602448783127557E+001	
-2.452613153288322E+001	2.601567699322193E+001	
-2.451612903225806E+001	2.600185920553566E+001	
-2.450612653163291E+001	2.598979183830793E+001	
-2.449612403100775E+001	2.598473322586075E+001	
-2.448612153038260E+001	2.597261533080591E+001	
-2.447611902975744E+001	2.597069329525233E+001	
-2.446611652913229E+001	2.596458443737127E+001	
-2.445611402850713E+001	2.595983100831150E+001	
-2.444611152788197E+001	2.596144707223417E+001	
-2.443610902725681E+001	2.596901718008326E+001	
-2.442610652663166E+001	2.599084435239551E+001	
-2.441610402600650E+001	2.601464380609192E+001	
-2.440610152538135E+001	2.601522864964922E+001	
-2.439609902475619E+001	2.601400055475970E+001	
-2.438609652413103E+001	2.600483899688432E+001	
-2.437609402350588E+001	2.600593923691136E+001	
-2.436609152288072E+001	2.600816612042428E+001	
-2.435608902225556E+001	2.600093441905285E+001	
-2.434608652163041E+001	2.598233525262712E+001	
-2.433608402100525E+001	2.598099171900426E+001	
-2.432608152038009E+001	2.598627479478846E+001	
-2.431607901975494E+001	2.600207887200542E+001	
-2.430607651912978E+001	2.600627466092203E+001	
-2.429607401850463E+001	2.599668161205955E+001	
-2.428607151787947E+001	2.599140614821650E+001	
-2.427606901725432E+001	2.599144698051290E+001	
-2.426606651662916E+001	2.598345368104666E+001	
-2.425606401600400E+001	2.597294619147460E+001	
-2.424606151537885E+001	2.597079194851661E+001	
-2.423605901475369E+001	2.596803827029664E+001	
-2.422605651412853E+001	2.595717545855306E+001	
-2.421605401350337E+001	2.593671688282142E+001	
