# Version 1.00
#
power[dBm]	Trc2_S21[dB]	
-3.942985746436609E+001	4.321664302709728E+001	
-3.941985496374094E+001	4.308210331519474E+001	
-3.940985246311578E+001	4.330531887000078E+001	
-3.939984996249062E+001	4.325786106878087E+001	
-3.938984746186547E+001	4.290470324772904E+001	
-3.937984496124031E+001	4.306960619309326E+001	
-3.936984246061515E+001	4.303819380684952E+001	
-3.935983995999000E+001	4.326525342777570E+001	
-3.934983745936484E+001	4.347731141582821E+001	
-3.933983495873969E+001	4.331637699569795E+001	
-3.932983245811453E+001	4.323579893695072E+001	
-3.931982995748938E+001	4.320446054697734E+001	
-3.930982745686421E+001	4.316730356004277E+001	
-3.929982495623906E+001	4.335797779282967E+001	
-3.928982245561390E+001	4.296571380109752E+001	
-3.927981995498875E+001	4.278224751222449E+001	
-3.926981745436359E+001	4.334762785597435E+001	
-3.925981495373843E+001	4.345367063654361E+001	
-3.924981245311328E+001	4.325692989837681E+001	
-3.923980995248812E+001	4.302958474536450E+001	
-3.922980745186297E+001	4.296301048516002E+001	
-3.921980495123781E+001	4.311108766335504E+001	
-3.920980245061266E+001	4.302227141502100E+001	
-3.919979994998749E+001	4.352208397267876E+001	
-3.918979744936234E+001	4.286985248927594E+001	
-3.917979494873718E+001	4.307113018104145E+001	
-3.916979244811203E+001	4.340783483300268E+001	
-3.915978994748687E+001	4.370557007521457E+001	
-3.914978744686172E+001	4.288607716545496E+001	
-3.913978494623656E+001	4.302195417025823E+001	
-3.912978244561140E+001	4.332092523189690E+001	
-3.911977994498625E+001	4.323684720163219E+001	
-3.910977744436109E+001	4.336137920823323E+001	
-3.909977494373594E+001	4.314297678168251E+001	
-3.908977244311078E+001	4.332473188715009E+001	
-3.907976994248562E+001	4.295072689968561E+001	
-3.906976744186046E+001	4.296845577324663E+001	
-3.905976494123531E+001	4.312011616001231E+001	
-3.904976244061015E+001	4.339896155101943E+001	
-3.903975993998500E+001	4.384782597472918E+001	
-3.902975743935984E+001	4.330978555703107E+001	
-3.901975493873469E+001	4.354797125313907E+001	
-3.900975243810953E+001	4.355516091613133E+001	
-3.899974993748437E+001	4.352985667463156E+001	
-3.898974743685921E+001	4.315487771281329E+001	
-3.897974493623406E+001	4.332575836869744E+001	
-3.896974243560890E+001	4.297055256520829E+001	
-3.895973993498375E+001	4.273741141534368E+001	
-3.894973743435859E+001	4.283009553560549E+001	
-3.893973493373343E+001	4.307279767428973E+001	
-3.892973243310828E+001	4.310876168141139E+001	
-3.891972993248312E+001	4.320381167699804E+001	
-3.890972743185797E+001	4.294081574220917E+001	
-3.889972493123281E+001	4.281347520739725E+001	
-3.888972243060766E+001	4.295009704505224E+001	
-3.887971992998249E+001	4.327182881261380E+001	
-3.886971742935734E+001	4.292727251405301E+001	
-3.885971492873218E+001	4.338953856858884E+001	
-3.884971242810703E+001	4.332654164014382E+001	
-3.883970992748187E+001	4.344214749093462E+001	
-3.882970742685671E+001	4.303486197892045E+001	
-3.881970492623156E+001	4.268993236972336E+001	
-3.880970242560640E+001	4.314659861510086E+001	
-3.879969992498125E+001	4.263994230974748E+001	
-3.878969742435609E+001	4.309547226420552E+001	
-3.877969492373093E+001	4.344685155614914E+001	
-3.876969242310577E+001	4.360593856467439E+001	
-3.875968992248062E+001	4.291757196269159E+001	
-3.874968742185546E+001	4.325569903129334E+001	
-3.873968492123031E+001	4.347203042546592E+001	
-3.872968242060515E+001	4.306687275195961E+001	
-3.871967991998000E+001	4.277139511300485E+001	
-3.870967741935484E+001	4.314350088197539E+001	
-3.869967491872968E+001	4.309160238229473E+001	
-3.868967241810453E+001	4.343020181775814E+001	
-3.867966991747937E+001	4.345735311523846E+001	
-3.866966741685421E+001	4.303775954718604E+001	
-3.865966491622906E+001	4.323655198826705E+001	
-3.864966241560390E+001	4.327219472309922E+001	
-3.863965991497874E+001	4.326566181888384E+001	
-3.862965741435359E+001	4.329640258964243E+001	
-3.861965491372843E+001	4.327525590683102E+001	
-3.860965241310328E+001	4.311417981310353E+001	
-3.859964991247812E+001	4.369008867508347E+001	
-3.858964741185297E+001	4.329207077942946E+001	
-3.857964491122781E+001	4.342989341873200E+001	
-3.856964241060265E+001	4.321306167968767E+001	
-3.855963990997749E+001	4.337306269794872E+001	
-3.854963740935234E+001	4.327814749692355E+001	
-3.853963490872718E+001	4.345763164236865E+001	
-3.852963240810202E+001	4.309359060708989E+001	
-3.851962990747687E+001	4.345001464535310E+001	
-3.850962740685171E+001	4.305240804297723E+001	
-3.849962490622656E+001	4.297165591948953E+001	
-3.848962240560140E+001	4.303541115014993E+001	
-3.847961990497625E+001	4.340521159635268E+001	
-3.846961740435109E+001	4.307683689719816E+001	
-3.845961490372594E+001	4.300874024065446E+001	
-3.844961240310077E+001	4.315324120717195E+001	
-3.843960990247562E+001	4.296673889429840E+001	
-3.842960740185046E+001	4.307651758058911E+001	
-3.841960490122531E+001	4.304609669597846E+001	
-3.840960240060015E+001	4.310490295412735E+001	
-3.839959989997499E+001	4.313765092796145E+001	
-3.838959739934984E+001	4.297835255743190E+001	
-3.837959489872468E+001	4.339814788912153E+001	
-3.836959239809953E+001	4.332587821163629E+001	
-3.835958989747437E+001	4.271236419948367E+001	
-3.834958739684921E+001	4.316666594650706E+001	
-3.833958489622405E+001	4.304953751236809E+001	
-3.832958239559890E+001	4.298558844908626E+001	
-3.831957989497374E+001	4.387384219474962E+001	
-3.830957739434859E+001	4.358041531125949E+001	
-3.829957489372343E+001	4.345598180132226E+001	
-3.828957239309828E+001	4.326554549570131E+001	
-3.827956989247312E+001	4.309326370820266E+001	
-3.826956739184796E+001	4.315579317117091E+001	
-3.825956489122281E+001	4.322904154383418E+001	
-3.824956239059765E+001	4.304441464362326E+001	
-3.823955988997249E+001	4.344854712219468E+001	
-3.822955738934734E+001	4.336373979804166E+001	
-3.821955488872218E+001	4.352526079938523E+001	
-3.820955238809702E+001	4.301572006998881E+001	
-3.819954988747187E+001	4.317125432931160E+001	
-3.818954738684671E+001	4.331828265232495E+001	
-3.817954488622156E+001	4.314813481409529E+001	
-3.816954238559640E+001	4.351211907905775E+001	
-3.815953988497125E+001	4.300187004811171E+001	
-3.814953738434609E+001	4.362462264489568E+001	
-3.813953488372093E+001	4.306979930629669E+001	
-3.812953238309577E+001	4.318980388350931E+001	
-3.811952988247062E+001	4.302141091566279E+001	
-3.810952738184546E+001	4.354597812532528E+001	
-3.809952488122030E+001	4.314194296042429E+001	
-3.808952238059515E+001	4.311446161235744E+001	
-3.807951987996999E+001	4.319925317543797E+001	
-3.806951737934484E+001	4.350943275487251E+001	
-3.805951487871968E+001	4.334602581868487E+001	
-3.804951237809453E+001	4.363366834308346E+001	
-3.803950987746937E+001	4.314852065120857E+001	
-3.802950737684421E+001	4.321157604168597E+001	
-3.801950487621905E+001	4.303977284354703E+001	
-3.800950237559390E+001	4.314756692457971E+001	
-3.799949987496874E+001	4.334675522728897E+001	
-3.798949737434359E+001	4.345883166871553E+001	
-3.797949487371843E+001	4.335381640474275E+001	
-3.796949237309327E+001	4.316871521770491E+001	
-3.795948987246812E+001	4.302525299727016E+001	
-3.794948737184296E+001	4.326147776736526E+001	
-3.793948487121781E+001	4.299107545747850E+001	
-3.792948237059265E+001	4.317918802697052E+001	
-3.791947986996749E+001	4.328327312107322E+001	
-3.790947736934233E+001	4.281401710489893E+001	
-3.789947486871718E+001	4.294623356603198E+001	
-3.788947236809202E+001	4.294604061198308E+001	
-3.787946986746687E+001	4.340226487295997E+001	
-3.786946736684171E+001	4.317514376990135E+001	
-3.785946486621656E+001	4.310120180340714E+001	
-3.784946236559140E+001	4.316486290930727E+001	
-3.783945986496624E+001	4.314906271690316E+001	
-3.782945736434109E+001	4.336885950695282E+001	
-3.781945486371593E+001	4.345102391264593E+001	
-3.780945236309077E+001	4.305505231210249E+001	
-3.779944986246562E+001	4.325693771027094E+001	
-3.778944736184046E+001	4.324780615068467E+001	
-3.777944486121530E+001	4.312451847685116E+001	
-3.776944236059015E+001	4.325281387276879E+001	
-3.775943985996499E+001	4.312347724779702E+001	
-3.774943735933984E+001	4.295419538449455E+001	
-3.773943485871468E+001	4.350916397904563E+001	
-3.772943235808953E+001	4.311069456369111E+001	
-3.771942985746436E+001	4.318234191948579E+001	
-3.770942735683921E+001	4.305214217647533E+001	
-3.769942485621405E+001	4.325600929628608E+001	
-3.768942235558890E+001	4.341688858225859E+001	
-3.767941985496374E+001	4.320168969920067E+001	
-3.766941735433858E+001	4.330173691083795E+001	
-3.765941485371343E+001	4.309624971949097E+001	
-3.764941235308827E+001	4.315754226122522E+001	
-3.763940985246312E+001	4.329707204843696E+001	
-3.762940735183796E+001	4.343440239008894E+001	
-3.761940485121281E+001	4.322760262416048E+001	
-3.760940235058764E+001	4.322968184531080E+001	
-3.759939984996249E+001	4.383554606388949E+001	
-3.758939734933733E+001	4.326510858152503E+001	
-3.757939484871218E+001	4.344227013771215E+001	
-3.756939234808702E+001	4.296347349858120E+001	
-3.755938984746187E+001	4.285882502040168E+001	
-3.754938734683671E+001	4.315670280012607E+001	
-3.753938484621155E+001	4.320720079950927E+001	
-3.752938234558640E+001	4.305904101835807E+001	
-3.751937984496124E+001	4.305159315086294E+001	
-3.750937734433609E+001	4.303699341769475E+001	
-3.749937484371093E+001	4.346092600471080E+001	
-3.748937234308577E+001	4.319902720084711E+001	
-3.747936984246061E+001	4.331318240417994E+001	
-3.746936734183546E+001	4.337106187325573E+001	
-3.745936484121030E+001	4.318797016005817E+001	
-3.744936234058515E+001	4.309402635388265E+001	
-3.743935983995999E+001	4.298276750048417E+001	
-3.742935733933484E+001	4.314690708413924E+001	
-3.741935483870968E+001	4.310038749216632E+001	
-3.740935233808452E+001	4.317781876800842E+001	
-3.739934983745937E+001	4.317765266438416E+001	
-3.738934733683421E+001	4.309736153404290E+001	
-3.737934483620905E+001	4.334592781453073E+001	
-3.736934233558390E+001	4.309780370979050E+001	
-3.735933983495874E+001	4.328938607343900E+001	
-3.734933733433358E+001	4.340154418415023E+001	
-3.733933483370843E+001	4.323571611666965E+001	
-3.732933233308327E+001	4.308746689386272E+001	
-3.731932983245812E+001	4.321329070144606E+001	
-3.730932733183296E+001	4.319611116271781E+001	
-3.729932483120781E+001	4.312541436402788E+001	
-3.728932233058264E+001	4.305658355782658E+001	
-3.727931982995749E+001	4.331820350497334E+001	
-3.726931732933233E+001	4.342988741607310E+001	
-3.725931482870718E+001	4.307402054250265E+001	
-3.724931232808202E+001	4.321771848360641E+001	
-3.723930982745686E+001	4.301262187450867E+001	
-3.722930732683171E+001	4.318415682133105E+001	
-3.721930482620655E+001	4.314468203323493E+001	
-3.720930232558140E+001	4.326404937284011E+001	
-3.719929982495624E+001	4.330390773117001E+001	
-3.718929732433108E+001	4.326538880166825E+001	
-3.717929482370592E+001	4.303131802689251E+001	
-3.716929232308077E+001	4.324658334871359E+001	
-3.715928982245561E+001	4.329147245742722E+001	
-3.714928732183046E+001	4.348580990569775E+001	
-3.713928482120530E+001	4.311551216168893E+001	
-3.712928232058015E+001	4.329850568630886E+001	
-3.711927981995499E+001	4.335315464101142E+001	
-3.710927731932983E+001	4.299445076078216E+001	
-3.709927481870468E+001	4.271939046990531E+001	
-3.708927231807952E+001	4.322824019363137E+001	
-3.707926981745436E+001	4.301549072524163E+001	
-3.706926731682921E+001	4.290951686051193E+001	
-3.705926481620405E+001	4.330539100265441E+001	
-3.704926231557889E+001	4.309326918345627E+001	
-3.703925981495374E+001	4.320433270321203E+001	
-3.702925731432858E+001	4.312059178129579E+001	
-3.701925481370343E+001	4.324840147840329E+001	
-3.700925231307827E+001	4.303235458209803E+001	
-3.699924981245312E+001	4.321299567660636E+001	
-3.698924731182796E+001	4.316926439546371E+001	
-3.697924481120280E+001	4.324985607077777E+001	
-3.696924231057764E+001	4.331657898585407E+001	
-3.695923980995249E+001	4.324026309226642E+001	
-3.694923730932733E+001	4.301954989770941E+001	
-3.693923480870217E+001	4.328526632995899E+001	
-3.692923230807702E+001	4.283688496446531E+001	
-3.691922980745186E+001	4.351515269286156E+001	
-3.690922730682671E+001	4.338198431847440E+001	
-3.689922480620155E+001	4.327450474928717E+001	
-3.688922230557640E+001	4.341251522331699E+001	
-3.687921980495124E+001	4.293576648442178E+001	
-3.686921730432609E+001	4.322502445029766E+001	
-3.685921480370092E+001	4.303573353627139E+001	
-3.684921230307577E+001	4.297556758227163E+001	
-3.683920980245061E+001	4.334450212623550E+001	
-3.682920730182546E+001	4.302601980605004E+001	
-3.681920480120030E+001	4.305032422448005E+001	
-3.680920230057514E+001	4.318978643984458E+001	
-3.679919979994999E+001	4.313901720752860E+001	
-3.678919729932483E+001	4.330066499943971E+001	
-3.677919479869968E+001	4.341537497989334E+001	
-3.676919229807452E+001	4.306976917470962E+001	
-3.675918979744936E+001	4.339932386283304E+001	
-3.674918729682420E+001	4.327826727108382E+001	
-3.673918479619905E+001	4.328243984950354E+001	
-3.672918229557389E+001	4.304707319662355E+001	
-3.671917979494874E+001	4.307471187913975E+001	
-3.670917729432358E+001	4.321212184287154E+001	
-3.669917479369843E+001	4.302655642177174E+001	
-3.668917229307327E+001	4.307077384624095E+001	
-3.667916979244811E+001	4.318437157671774E+001	
-3.666916729182296E+001	4.320812553637671E+001	
-3.665916479119780E+001	4.338064467861004E+001	
-3.664916229057264E+001	4.299299217316407E+001	
-3.663915978994749E+001	4.332264140716701E+001	
-3.662915728932233E+001	4.312292585980443E+001	
-3.661915478869717E+001	4.297582211760243E+001	
-3.660915228807202E+001	4.301922316722754E+001	
-3.659914978744686E+001	4.303006405541022E+001	
-3.658914728682171E+001	4.322923166490576E+001	
-3.657914478619655E+001	4.308078787371439E+001	
-3.656914228557140E+001	4.323074500182030E+001	
-3.655913978494624E+001	4.306231259360840E+001	
-3.654913728432108E+001	4.302817421885199E+001	
-3.653913478369592E+001	4.311817188982290E+001	
-3.652913228307077E+001	4.308992978578577E+001	
-3.651912978244561E+001	4.318480054123216E+001	
-3.650912728182045E+001	4.281445442921972E+001	
-3.649912478119530E+001	4.269625117799627E+001	
-3.648912228057014E+001	4.300722742597686E+001	
-3.647911977994499E+001	4.318086064260881E+001	
-3.646911727931983E+001	4.325816216736604E+001	
-3.645911477869468E+001	4.310306653155501E+001	
-3.644911227806952E+001	4.327195994667206E+001	
-3.643910977744436E+001	4.327082587788436E+001	
-3.642910727681920E+001	4.325621279930976E+001	
-3.641910477619405E+001	4.304625372581962E+001	
-3.640910227556889E+001	4.300581804741156E+001	
-3.639909977494374E+001	4.321268903929205E+001	
-3.638909727431858E+001	4.301699314130852E+001	
-3.637909477369342E+001	4.318774556206856E+001	
-3.636909227306827E+001	4.296842483716831E+001	
-3.635908977244311E+001	4.309251960532738E+001	
-3.634908727181796E+001	4.309621415200623E+001	
-3.633908477119280E+001	4.294174810519800E+001	
-3.632908227056764E+001	4.298513469725238E+001	
-3.631907976994248E+001	4.295358445527393E+001	
-3.630907726931733E+001	4.332436056366610E+001	
-3.629907476869217E+001	4.307169803857554E+001	
-3.628907226806702E+001	4.295119333331404E+001	
-3.627906976744186E+001	4.314583349222145E+001	
-3.626906726681671E+001	4.314450559312014E+001	
-3.625906476619155E+001	4.304366343848105E+001	
-3.624906226556639E+001	4.314585804669191E+001	
-3.623905976494124E+001	4.308619836993722E+001	
-3.622905726431608E+001	4.280069913909383E+001	
-3.621905476369092E+001	4.309381888874219E+001	
-3.620905226306577E+001	4.297591579645844E+001	
-3.619904976244061E+001	4.299654242735196E+001	
-3.618904726181545E+001	4.312139659368772E+001	
-3.617904476119030E+001	4.344260664995964E+001	
-3.616904226056514E+001	4.296023208307472E+001	
-3.615903975993999E+001	4.320483033861239E+001	
-3.614903725931483E+001	4.302073348022429E+001	
-3.613903475868968E+001	4.301316807601752E+001	
-3.612903225806451E+001	4.322619265538618E+001	
-3.611902975743936E+001	4.307505651755551E+001	
-3.610902725681420E+001	4.302910217194842E+001	
-3.609902475618905E+001	4.300354431600530E+001	
-3.608902225556389E+001	4.299619087246910E+001	
-3.607901975493873E+001	4.349624170611490E+001	
-3.606901725431358E+001	4.334716283129510E+001	
-3.605901475368842E+001	4.333801397051580E+001	
-3.604901225306327E+001	4.307285781695136E+001	
-3.603900975243811E+001	4.296105758052701E+001	
-3.602900725181296E+001	4.301516256803100E+001	
-3.601900475118779E+001	4.283238582120883E+001	
-3.600900225056264E+001	4.267705216078349E+001	
-3.599899974993748E+001	4.304055062345365E+001	
-3.598899724931233E+001	4.269268879619151E+001	
-3.597899474868717E+001	4.305411138278173E+001	
-3.596899224806202E+001	4.313567944666315E+001	
-3.595898974743686E+001	4.311486489297177E+001	
-3.594898724681170E+001	4.326009835413831E+001	
-3.593898474618655E+001	4.299537509193059E+001	
-3.592898224556139E+001	4.287051173993606E+001	
-3.591897974493624E+001	4.304369891025135E+001	
-3.590897724431108E+001	4.309879898607829E+001	
-3.589897474368592E+001	4.295138670661584E+001	
-3.588897224306076E+001	4.298076104067222E+001	
-3.587896974243561E+001	4.332147426164871E+001	
-3.586896724181045E+001	4.308385885377093E+001	
-3.585896474118530E+001	4.309898455827062E+001	
-3.584896224056014E+001	4.302272348894589E+001	
-3.583895973993499E+001	4.301382174429935E+001	
-3.582895723930983E+001	4.326793985146612E+001	
-3.581895473868467E+001	4.298867055787893E+001	
-3.580895223805952E+001	4.312975495808148E+001	
-3.579894973743436E+001	4.303680932831556E+001	
-3.578894723680920E+001	4.307383764887381E+001	
-3.577894473618404E+001	4.271974963581457E+001	
-3.576894223555889E+001	4.331005123138622E+001	
-3.575893973493373E+001	4.309493512129367E+001	
-3.574893723430858E+001	4.286564126521873E+001	
-3.573893473368342E+001	4.301903404275398E+001	
-3.572893223305827E+001	4.296576811017570E+001	
-3.571892973243311E+001	4.310831756558053E+001	
-3.570892723180796E+001	4.306889354286528E+001	
-3.569892473118280E+001	4.296824578813620E+001	
-3.568892223055764E+001	4.296952517367890E+001	
-3.567891972993248E+001	4.287834299199898E+001	
-3.566891722930733E+001	4.297556166981027E+001	
-3.565891472868217E+001	4.263039931832284E+001	
-3.564891222805701E+001	4.324023191548574E+001	
-3.563890972743186E+001	4.291443339972249E+001	
-3.562890722680670E+001	4.283754172567546E+001	
-3.561890472618155E+001	4.277149721693665E+001	
-3.560890222555639E+001	4.302549660578637E+001	
-3.559889972493123E+001	4.296341395829687E+001	
-3.558889722430608E+001	4.322890133405945E+001	
-3.557889472368092E+001	4.310725989373011E+001	
-3.556889222305576E+001	4.314023405938903E+001	
-3.555888972243061E+001	4.290010424859219E+001	
-3.554888722180545E+001	4.291094677360125E+001	
-3.553888472118030E+001	4.271228051565326E+001	
-3.552888222055514E+001	4.279909407227004E+001	
-3.551887971992998E+001	4.277240021962904E+001	
-3.550887721930483E+001	4.299806672926099E+001	
-3.549887471867967E+001	4.272999337542652E+001	
-3.548887221805451E+001	4.301776557032838E+001	
-3.547886971742936E+001	4.321511773765480E+001	
-3.546886721680420E+001	4.311185621135169E+001	
-3.545886471617904E+001	4.303786438296340E+001	
-3.544886221555389E+001	4.308671006070559E+001	
-3.543885971492873E+001	4.309516575518578E+001	
-3.542885721430358E+001	4.278334728365049E+001	
-3.541885471367842E+001	4.286021131205831E+001	
-3.540885221305327E+001	4.308076453616234E+001	
-3.539884971242811E+001	4.303536380054032E+001	
-3.538884721180295E+001	4.274555551455602E+001	
-3.537884471117779E+001	4.320876894916286E+001	
-3.536884221055264E+001	4.305225228903751E+001	
-3.535883970992748E+001	4.304787158157475E+001	
-3.534883720930232E+001	4.309890720984691E+001	
-3.533883470867717E+001	4.317573660760704E+001	
-3.532883220805201E+001	4.305863408411208E+001	
-3.531882970742686E+001	4.286375290219148E+001	
-3.530882720680170E+001	4.298391624151096E+001	
-3.529882470617655E+001	4.285667322351232E+001	
-3.528882220555139E+001	4.303551283406517E+001	
-3.527881970492624E+001	4.317731111556063E+001	
-3.526881720430107E+001	4.292814770605742E+001	
-3.525881470367592E+001	4.312316714701058E+001	
-3.524881220305076E+001	4.312313163267444E+001	
-3.523880970242561E+001	4.296641940859501E+001	
-3.522880720180045E+001	4.303211291280812E+001	
-3.521880470117529E+001	4.282356050807125E+001	
-3.520880220055014E+001	4.285244650888036E+001	
-3.519879969992498E+001	4.298515691747730E+001	
-3.518879719929983E+001	4.307878852050792E+001	
-3.517879469867467E+001	4.307413587780039E+001	
-3.516879219804952E+001	4.284485852280092E+001	
-3.515878969742435E+001	4.295382994471387E+001	
-3.514878719679920E+001	4.288732116803927E+001	
-3.513878469617404E+001	4.314932212831398E+001	
-3.512878219554889E+001	4.303600872764411E+001	
-3.511877969492373E+001	4.324100193785110E+001	
-3.510877719429858E+001	4.297061633222808E+001	
-3.509877469367342E+001	4.303613055925963E+001	
-3.508877219304826E+001	4.291555902274725E+001	
-3.507876969242311E+001	4.267218248713551E+001	
-3.506876719179795E+001	4.267868108295821E+001	
-3.505876469117280E+001	4.260575460626895E+001	
-3.504876219054764E+001	4.273855844747747E+001	
-3.503875968992248E+001	4.277884456396089E+001	
-3.502875718929732E+001	4.307820081565764E+001	
-3.501875468867217E+001	4.296266073528621E+001	
-3.500875218804701E+001	4.289746628716770E+001	
-3.499874968742186E+001	4.302521314236910E+001	
-3.498874718679670E+001	4.287944659646972E+001	
-3.497874468617155E+001	4.316869836485870E+001	
-3.496874218554639E+001	4.290963530729125E+001	
-3.495873968492123E+001	4.297521735116648E+001	
-3.494873718429607E+001	4.275442697041762E+001	
-3.493873468367092E+001	4.295891021449660E+001	
-3.492873218304576E+001	4.292986207941394E+001	
-3.491872968242060E+001	4.282160231478158E+001	
-3.490872718179545E+001	4.304023402572379E+001	
-3.489872468117029E+001	4.277164302593893E+001	
-3.488872218054514E+001	4.307100973731002E+001	
-3.487871967991998E+001	4.294633866534537E+001	
-3.486871717929483E+001	4.274912884641140E+001	
-3.485871467866967E+001	4.288792516202341E+001	
-3.484871217804451E+001	4.291000179063489E+001	
-3.483870967741935E+001	4.284296382618810E+001	
-3.482870717679420E+001	4.288257878134857E+001	
-3.481870467616904E+001	4.269126836468053E+001	
-3.480870217554389E+001	4.290915837890918E+001	
-3.479869967491873E+001	4.288806043569550E+001	
-3.478869717429357E+001	4.289449971002351E+001	
-3.477869467366842E+001	4.281177119396180E+001	
-3.476869217304326E+001	4.291933060767195E+001	
-3.475868967241811E+001	4.300322100078009E+001	
-3.474868717179295E+001	4.299749285839190E+001	
-3.473868467116779E+001	4.304810017446728E+001	
-3.472868217054263E+001	4.284135691221695E+001	
-3.471867966991748E+001	4.300900335399503E+001	
-3.470867716929232E+001	4.285874253246291E+001	
-3.469867466866717E+001	4.270065419873789E+001	
-3.468867216804201E+001	4.288468165749709E+001	
-3.467866966741686E+001	4.294118345356322E+001	
-3.466866716679170E+001	4.277159496692331E+001	
-3.465866466616654E+001	4.297344256199752E+001	
-3.464866216554139E+001	4.310734120572217E+001	
-3.463865966491623E+001	4.292136493488442E+001	
-3.462865716429107E+001	4.299879904222062E+001	
-3.461865466366591E+001	4.261952088709147E+001	
-3.460865216304076E+001	4.267420759125181E+001	
-3.459864966241560E+001	4.275325771557652E+001	
-3.458864716179045E+001	4.274622838935014E+001	
-3.457864466116529E+001	4.268226459534110E+001	
-3.456864216054014E+001	4.268715946164046E+001	
-3.455863965991498E+001	4.288902626923565E+001	
-3.454863715928983E+001	4.293857427274941E+001	
-3.453863465866466E+001	4.277565659384316E+001	
-3.452863215803951E+001	4.300169809503489E+001	
-3.451862965741435E+001	4.287426689780887E+001	
-3.450862715678920E+001	4.279308815816577E+001	
-3.449862465616404E+001	4.300585421762685E+001	
-3.448862215553888E+001	4.284108691753923E+001	
-3.447861965491373E+001	4.287015589266271E+001	
-3.446861715428857E+001	4.276863247588616E+001	
-3.445861465366342E+001	4.289753163868382E+001	
-3.444861215303826E+001	4.298224734050339E+001	
-3.443860965241311E+001	4.301979020866765E+001	
-3.442860715178794E+001	4.277092103643088E+001	
-3.441860465116279E+001	4.288305411318614E+001	
-3.440860215053763E+001	4.293336339605124E+001	
-3.439859964991248E+001	4.276461361232737E+001	
-3.438859714928732E+001	4.277471234914544E+001	
-3.437859464866217E+001	4.285341754301319E+001	
-3.436859214803701E+001	4.285833809122830E+001	
-3.435858964741185E+001	4.278264566449165E+001	
-3.434858714678670E+001	4.278912700237240E+001	
-3.433858464616154E+001	4.284036731109001E+001	
-3.432858214553639E+001	4.280303923996003E+001	
-3.431857964491123E+001	4.280859860063812E+001	
-3.430857714428607E+001	4.284726244200731E+001	
-3.429857464366091E+001	4.281285188382100E+001	
-3.428857214303576E+001	4.272551079458320E+001	
-3.427856964241060E+001	4.280759719921385E+001	
-3.426856714178545E+001	4.256443332078296E+001	
-3.425856464116029E+001	4.293913089760608E+001	
-3.424856214053514E+001	4.287613095699818E+001	
-3.423855963990998E+001	4.296731248368217E+001	
-3.422855713928482E+001	4.276176988332698E+001	
-3.421855463865967E+001	4.278078702251987E+001	
-3.420855213803451E+001	4.272578363113212E+001	
