begin blk
%Pin(1) Pout(1)		
-4.000000000000000E+001	3.357160210793220E+001	
-3.998999749937484E+001	3.355433671812491E+001	
-3.997999499874969E+001	3.354026798047031E+001	
-3.996999249812453E+001	3.354408969695313E+001	
-3.995998999749938E+001	3.352238076346348E+001	
-3.994998749687422E+001	3.354949972759596E+001	
-3.993998499624906E+001	3.354319596078006E+001	
-3.992998249562390E+001	3.356859159439544E+001	
-3.991997999499875E+001	3.358850755576837E+001	
-3.990997749437359E+001	3.357233672777937E+001	
-3.989997499374844E+001	3.359479091803412E+001	
-3.988997249312328E+001	3.357580695951678E+001	
-3.987996999249813E+001	3.356438532386829E+001	
-3.986996749187297E+001	3.355998963546395E+001	
-3.985996499124781E+001	3.354088871279928E+001	
-3.984996249062266E+001	3.355641474395340E+001	
-3.983995998999750E+001	3.355852009328040E+001	
-3.982995748937234E+001	3.355321144455743E+001	
-3.981995498874719E+001	3.354375856449784E+001	
-3.980995248812203E+001	3.355781519948457E+001	
-3.979994998749687E+001	3.357814916682871E+001	
-3.978994748687172E+001	3.357889358409514E+001	
-3.977994498624656E+001	3.354469306007739E+001	
-3.976994248562141E+001	3.356177279040288E+001	
-3.975993998499625E+001	3.354610427836645E+001	
-3.974993748437110E+001	3.355436086813221E+001	
-3.973993498374594E+001	3.352512048529305E+001	
-3.972993248312078E+001	3.353490604065704E+001	
-3.971992998249562E+001	3.352166239577920E+001	
-3.970992748187047E+001	3.354793980647991E+001	
-3.969992498124531E+001	3.357498396267278E+001	
-3.968992248062015E+001	3.356448820856867E+001	
-3.967991997999500E+001	3.355969158734475E+001	
-3.966991747936984E+001	3.355271747084912E+001	
-3.965991497874469E+001	3.356758255825069E+001	
-3.964991247811953E+001	3.356293406832712E+001	
-3.963990997749438E+001	3.354276072794596E+001	
-3.962990747686922E+001	3.354749495923942E+001	
-3.961990497624406E+001	3.356494561640327E+001	
-3.960990247561890E+001	3.354091742592567E+001	
-3.959989997499375E+001	3.355108788212505E+001	
-3.958989747436859E+001	3.352591505877897E+001	
-3.957989497374344E+001	3.357082387217456E+001	
-3.956989247311828E+001	3.357200634830785E+001	
-3.955988997249312E+001	3.358332511798451E+001	
-3.954988747186797E+001	3.357223142989857E+001	
-3.953988497124281E+001	3.356882863930234E+001	
-3.952988247061766E+001	3.356237575332066E+001	
-3.951987996999250E+001	3.357374809851805E+001	
-3.950987746936734E+001	3.356187476560339E+001	
-3.949987496874218E+001	3.353354147202075E+001	
-3.948987246811703E+001	3.354045246696897E+001	
-3.947986996749187E+001	3.354365095274901E+001	
-3.946986746686672E+001	3.355178014949841E+001	
-3.945986496624156E+001	3.354821038194763E+001	
-3.944986246561641E+001	3.357903560409537E+001	
-3.943985996499125E+001	3.358547204977108E+001	
-3.942985746436609E+001	3.359448695298438E+001	
